day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
174,2022-06-24,20.13,0.0956,0.0458,0.1315
175,2022-06-25,20.05,0.0114,0.0421,0.0923
176,2022-06-26,21.24,0.0259,0.0072,0.0459
177,2022-06-27,20.41,0.0446,0.0776,0.079
178,2022-06-28,20.48,0.0989,0.0629,0.1523
179,2022-06-29,21.08,0.0827,0.0666,0.1478
180,2022-06-30,21.98,0.0267,0.0344,0.0807
181,2022-07-01,20.48,0.0077,0.0687,0.0554
182,2022-07-02,20.42,0.062,0.0287,0.1193
183,2022-07-03,21.58,0.0336,0.0977,0.0692
184,2022-07-04,20.66,0.0794,0.0224,0.0471
185,2022-07-05,21.44,0.0599,0.028,0.0631
186,2022-07-06,21.22,0.0123,0.0419,0.0896
187,2022-07-07,22.37,0.0619,0.0615,0.0817
188,2022-07-08,21.12,0.0845,0.0503,0.1311
189,2022-07-09,20.66,0.0513,0.0032,0.1075
190,2022-07-10,21.36,0.0932,0.0635,0.1202
191,2022-07-11,22.28,0.0605,0.0933,0.1148
192,2022-07-12,21.92,0.0538,0.0439,0.0433
193,2022-07-13,21.67,0.0528,0.0581,0.1093
194,2022-07-14,21.47,0.07,0.0216,0.0604
195,2022-07-15,20.74,0.0547,0.0945,0.0733
196,2022-07-16,21.13,0.0899,0.0077,0.0517
197,2022-07-17,21.53,0.0253,0.0343,0.0498
198,2022-07-18,22.59,0.0842,0.0916,0.1014
199,2022-07-19,21.24,0.077,0.0651,0.1471
200,2022-07-20,22.49,0.0806,0.016,0.1
201,2022-07-21,22.78,0.0004,0.0085,0.091
202,2022-07-22,21.3,0.0965,0.0872,0.1296
203,2022-07-23,22.5,0.0465,0.0197,0.1157
204,2022-07-24,22.59,0.0936,0.0508,0.089
205,2022-07-25,21.48,0.0096,0.069,0.0714
206,2022-07-26,22.15,0.0072,0.0403,0.0649
207,2022-07-27,22.63,0.0407,0.0259,0.1159
208,2022-07-28,21.6,0.016,0.0932,0.0944
209,2022-07-29,22.32,0.0496,0.0601,0.0664
210,2022-07-30,22.13,0.0869,0.0189,0.0665
211,2022-07-31,21.73,0.0956,0.0351,0.1343
212,2022-08-01,21.81,0.0752,0.0885,0.1495
213,2022-08-02,21.85,0.0201,0.0159,0.02
214,2022-08-03,23.23,0.0937,0.023,0.083
215,2022-08-04,22.63,0.0262,0.0954,0.1362
216,2022-08-05,23.36,0.0524,0.0058,0.0825
217,2022-08-06,22.61,0.0995,0.0237,0.1471
218,2022-08-07,22.86,0.0426,0.0701,0.0529
219,2022-08-08,22.65,0.0436,0.0281,0.0551
220,2022-08-09,22.9,0.0979,0.0191,0.0873
221,2022-08-10,22.48,0.0517,0.0138,0.0326
222,2022-08-11,21.82,0.0852,0.0772,0.1549
223,2022-08-12,23.35,0.0001,0.0047,0.0152
224,2022-08-13,22.55,0.011,0.0474,0.0548
225,2022-08-14,21.86,0.0338,0.0663,0.0757
226,2022-08-15,22.68,0.0912,0.074,0.1044
227,2022-08-16,22.98,0.0648,0.0642,0.1276
228,2022-08-17,23.12,0.0498,0.0479,0.0742
229,2022-08-18,22.85,0.0079,0.0133,0.0213
230,2022-08-19,23.44,0.0887,0.0132,0.122
231,2022-08-20,22.53,0.0115,0.0805,0.0888
232,2022-08-21,22.69,0.0861,0.0123,0.0814
233,2022-08-22,22.37,0.0511,0.0509,0.056
234,2022-08-23,24.03,0.004,0.043,0.109
235,2022-08-24,22.5,0.0105,0.0326,0.0838
236,2022-08-25,23.26,0.0232,0.0199,0.1169
237,2022-08-26,24.18,0.0377,0.0331,0.0875
238,2022-08-27,24.18,0.0416,0.089,0.1421
239,2022-08-28,23.0,0.0853,0.0369,0.0921
240,2022-08-29,23.31,0.0728,0.0261,0.1372
241,2022-08-30,22.96,0.0487,0.0988,0.0919
242,2022-08-31,23.41,0.0217,0.0696,0.0763
243,2022-09-01,24.23,0.0474,0.0007,0.0354
244,2022-09-02,22.78,0.0181,0.0684,0.0818
245,2022-09-03,24.3,0.0783,0.0329,0.0577
246,2022-09-04,24.3,0.055,0.0503,0.1205
247,2022-09-05,23.88,0.0172,0.0458,0.1137
248,2022-09-06,22.87,0.0679,0.0506,0.1255
249,2022-09-07,22.71,0.0692,0.0279,0.0601
250,2022-09-08,23.77,0.0899,0.0713,0.1327
251,2022-09-09,23.35,0.0376,0.0206,0.0291
252,2022-09-10,24.03,0.035,0.027,0.0632
253,2022-09-11,23.29,0.0232,0.0811,0.0727
254,2022-09-12,24.21,0.0691,0.0684,0.1053
255,2022-09-13,23.12,0.0455,0.0011,0.1124
256,2022-09-14,23.43,0.0748,0.03,0.0806
257,2022-09-15,23.25,0.0228,0.0052,0.0513
258,2022-09-16,23.69,0.0462,0.0022,0.0482
259,2022-09-17,23.77,0.0822,0.0773,0.097
260,2022-09-18,24.2,0.0308,0.0965,0.0892
261,2022-09-19,23.45,0.077,0.0023,0.0997
262,2022-09-20,23.57,0.0316,0.0365,0.0327
263,2022-09-21,25.05,0.0875,0.078,0.0804
264,2022-09-22,23.99,0.0633,0.0537,0.0969
265,2022-09-23,23.22,0.0276,0.0752,0.1064
266,2022-09-24,24.64,0.0561,0.0325,0.053
267,2022-09-25,25.04,0.0664,0.029,0.0855
268,2022-09-26,25.13,0.0276,0.0999,0.1345
269,2022-09-27,23.7,0.0761,0.0934,0.1231
270,2022-09-28,24.54,0.0127,0.0895,0.1223
271,2022-09-29,25.02,0.0028,0.0067,0.0412
272,2022-09-30,24.68,0.0852,0.01,0.0615
273,2022-10-01,25.27,0.0143,0.0657,0.047
274,2022-10-02,24.4,0.0058,0.0943,0.0418
275,2022-10-03,24.68,0.0123,0.0683,0.05
276,2022-10-04,24.4,0.0516,0.0968,0.1109
277,2022-10-05,24.06,0.002,0.0904,0.0904
278,2022-10-06,25.55,0.0695,0.0046,0.0323
279,2022-10-07,24.92,0.0475,0.0923,0.0732
280,2022-10-08,24.14,0.0183,0.0731,0.1286
281,2022-10-09,25.02,0.03,0.0959,0.0921
282,2022-10-10,24.26,0.0569,0.0375,0.0804
283,2022-10-11,24.35,0.0817,0.0941,0.1121
284,2022-10-12,25.35,0.0137,0.0554,0.0417
285,2022-10-13,25.65,0.0249,0.0,0.0282
286,2022-10-14,25.53,0.0308,0.0147,0.0234
287,2022-10-15,24.81,0.0376,0.0831,0.078
288,2022-10-16,25.36,0.0607,0.081,0.0683
289,2022-10-17,24.35,0.0386,0.0148,0.1014
290,2022-10-18,24.26,0.0494,0.0157,0.0779
291,2022-10-19,24.63,0.0233,0.0767,0.0798
292,2022-10-20,24.49,0.0312,0.0347,0.0872
293,2022-10-21,24.8,0.0921,0.0754,0.1289
294,2022-10-22,24.63,0.0404,0.038,0.0508
295,2022-10-23,25.22,0.0994,0.0832,0.1101
296,2022-10-24,25.99,0.0859,0.0073,0.0707
297,2022-10-25,25.56,0.0716,0.0299,0.1279
298,2022-10-26,25.91,0.0227,0.0795,0.0585
299,2022-10-27,25.41,0.0783,0.0436,0.1218
300,2022-10-28,24.96,0.0712,0.0948,0.0748
301,2022-10-29,26.17,0.0924,0.0558,0.0897
302,2022-10-30,24.54,0.0879,0.0994,0.1668
303,2022-10-31,25.03,0.0765,0.0452,0.0755
304,2022-11-01,26.24,0.0902,0.0797,0.1454
305,2022-11-02,24.84,0.0331,0.0527,0.1261
306,2022-11-03,24.95,0.0737,0.0165,0.0673
307,2022-11-04,24.65,0.0504,0.0326,0.1004
308,2022-11-05,24.84,0.0288,0.0006,0.0695
309,2022-11-06,26.03,0.0851,0.0442,0.0812
310,2022-11-07,25.42,0.0219,0.0369,0.0346
311,2022-11-08,25.7,0.0199,0.0133,0.0606
312,2022-11-09,26.21,0.0124,0.0216,0.0676
313,2022-11-10,26.33,0.0402,0.0503,0.0578
314,2022-11-11,25.97,0.0485,0.099,0.1405
315,2022-11-12,25.13,0.0466,0.0558,0.1373
316,2022-11-13,26.81,0.079,0.0919,0.1524
317,2022-11-14,26.45,0.0415,0.0653,0.1427
318,2022-11-15,26.97,0.0792,0.0848,0.0871
319,2022-11-16,26.05,0.0806,0.0653,0.0839
320,2022-11-17,25.79,0.0055,0.0834,0.0689
321,2022-11-18,25.12,0.0558,0.0026,0.0361
322,2022-11-19,25.8,0.0976,0.0638,0.1021
323,2022-11-20,26.64,0.0848,0.0895,0.1302
324,2022-11-21,25.61,0.0163,0.0835,0.1327
325,2022-11-22,25.4,0.0277,0.0734,0.0521
326,2022-11-23,26.62,0.0027,0.0908,0.1215
327,2022-11-24,26.89,0.0941,0.091,0.142
328,2022-11-25,27.19,0.0885,0.0586,0.1208
329,2022-11-26,27.26,0.0473,0.0632,0.1117
330,2022-11-27,27.28,0.0037,0.0338,0.057
331,2022-11-28,26.29,0.0551,0.0682,0.1026
332,2022-11-29,26.36,0.0521,0.0284,0.0636
333,2022-11-30,27.24,0.0518,0.0383,0.0944
334,2022-12-01,26.06,0.0389,0.0481,0.0882
335,2022-12-02,25.86,0.0545,0.0179,0.04
336,2022-12-03,26.83,0.0845,0.0408,0.0645
337,2022-12-04,27.4,0.044,0.0561,0.1198
338,2022-12-05,26.84,0.0877,0.0777,0.0757
339,2022-12-06,26.89,0.0846,0.043,0.0534
340,2022-12-07,26.6,0.0758,0.064,0.0647
341,2022-12-08,27.33,0.0201,0.0821,0.1216
342,2022-12-09,27.53,0.0018,0.0073,0.0206
343,2022-12-10,25.99,0.0457,0.0208,0.0635
344,2022-12-11,27.18,0.0595,0.0244,0.071
345,2022-12-12,27.29,0.0801,0.0611,0.1115
346,2022-12-13,26.9,0.0823,0.0959,0.1421
347,2022-12-14,27.85,0.0763,0.021,0.0704
348,2022-12-15,26.05,0.0445,0.0919,0.0727
349,2022-12-16,26.92,0.09,0.0832,0.1138
350,2022-12-17,26.48,0.0274,0.0894,0.063
351,2022-12-18,26.41,0.0757,0.0764,0.0817
352,2022-12-19,27.8,0.0908,0.0216,0.0757
353,2022-12-20,27.21,0.0412,0.0359,0.0883
354,2022-12-21,28.11,0.0799,0.0614,0.111
355,2022-12-22,26.69,0.0156,0.0044,0.0778
356,2022-12-23,27.31,0.0365,0.0633,0.0834
357,2022-12-24,27.13,0.0308,0.055,0.1138
358,2022-12-25,27.4,0.0533,0.0762,0.0853
359,2022-12-26,28.12,0.0349,0.0417,0.0611
360,2022-12-27,27.79,0.0536,0.0655,0.1001
361,2022-12-28,27.99,0.0267,0.0156,0.0966
362,2022-12-29,27.34,0.0176,0.0486,0.0648
363,2022-12-30,28.41,0.0396,0.0518,0.1177
364,2022-12-31,26.59,0.0682,0.0315,0.1063
365,2023-01-01,28.39,0.0512,0.0255,0.0929
366,2023-01-02,28.14,0.018,0.0929,0.0979
367,2023-01-03,27.24,0.0309,0.0159,0.0366
368,2023-01-04,27.57,0.0273,0.015,0.0709
369,2023-01-05,26.86,0.0575,0.0686,0.0962
370,2023-01-06,27.23,0.0998,0.0434,0.1452
371,2023-01-07,27.28,0.0628,0.0777,0.0935
372,2023-01-08,27.99,0.032,0.0065,0.0405
373,2023-01-09,28.72,0.0454,0.0475,0.0846
374,2023-01-10,27.79,0.0825,0.0244,0.1309
375,2023-01-11,28.86,0.0731,0.0338,0.0691
376,2023-01-12,27.08,0.098,0.0289,0.0576
377,2023-01-13,28.97,0.0492,0.0114,0.0616
378,2023-01-14,27.92,0.0243,0.0659,0.1026
379,2023-01-15,28.51,0.024,0.0199,0.1125
380,2023-01-16,29.07,0.0805,0.0035,0.0761
381,2023-01-17,28.78,0.0515,0.0591,0.0505
382,2023-01-18,27.91,0.0081,0.0011,0.0719
383,2023-01-19,28.55,0.0546,0.0715,0.1416
384,2023-01-20,27.51,0.0118,0.0726,0.1146
385,2023-01-21,27.53,0.0719,0.0551,0.1414
386,2023-01-22,28.73,0.0606,0.0261,0.1325
387,2023-01-23,28.38,0.0301,0.0784,0.0613
388,2023-01-24,27.56,0.0523,0.0688,0.1155
389,2023-01-25,29.43,0.0218,0.0056,0.0748
390,2023-01-26,27.67,0.0356,0.0708,0.0513
391,2023-01-27,28.46,0.0296,0.0607,0.0857
392,2023-01-28,27.56,0.0384,0.0765,0.0709
393,2023-01-29,28.34,0.0585,0.0732,0.1476
394,2023-01-30,27.73,0.0717,0.0788,0.1152
395,2023-01-31,29.0,0.0222,0.0938,0.1248
396,2023-02-01,28.09,0.0481,0.0394,0.1087
397,2023-02-02,28.09,0.0727,0.0604,0.0918
398,2023-02-03,28.97,0.0386,0.05,0.0666
399,2023-02-04,28.64,0.0371,0.0302,0.0286
400,2023-02-05,29.06,0.053,0.0369,0.0431
401,2023-02-06,29.57,0.0365,0.059,0.0944
402,2023-02-07,28.59,0.0592,0.0752,0.0806
403,2023-02-08,28.35,0.0601,0.0018,0.095
404,2023-02-09,29.17,0.0192,0.0925,0.0935
405,2023-02-10,29.17,0.0004,0.057,0.0621
406,2023-02-11,29.21,0.0961,0.0621,0.1081
407,2023-02-12,29.33,0.0072,0.0888,0.0569
408,2023-02-13,28.72,0.0273,0.0125,0.0341
409,2023-02-14,28.58,0.0266,0.0067,0.0738
410,2023-02-15,29.31,0.0974,0.0515,0.1227
411,2023-02-16,29.65,0.0999,0.0294,0.1314
412,2023-02-17,30.22,0.0348,0.0563,0.1302
413,2023-02-18,29.11,0.0616,0.0594,0.1109
414,2023-02-19,28.78,0.0767,0.0986,0.1268
415,2023-02-20,28.96,0.0927,0.0078,0.049
416,2023-02-21,29.3,0.0932,0.0346,0.0812
417,2023-02-22,28.97,0.0065,0.0093,0.0943
418,2023-02-23,30.0,0.003,0.0151,0.0678
419,2023-02-24,29.4,0.0807,0.0773,0.1104
420,2023-02-25,29.42,0.0808,0.069,0.1418
421,2023-02-26,29.17,0.0515,0.018,0.054
422,2023-02-27,29.06,0.0355,0.0394,0.1187
423,2023-02-28,29.91,0.0241,0.0721,0.1268
424,2023-03-01,29.79,0.0985,0.0532,0.0792
425,2023-03-02,29.63,0.0667,0.0035,0.0973
426,2023-03-03,29.95,0.0947,0.0612,0.1605
427,2023-03-04,30.15,0.0781,0.0835,0.0943
428,2023-03-05,29.44,0.0413,0.0081,0.0553
429,2023-03-06,30.32,0.0664,0.075,0.129
430,2023-03-07,30.01,0.069,0.0489,0.0997
431,2023-03-08,29.96,0.0356,0.0143,0.06
432,2023-03-09,30.58,0.0682,0.0501,0.1466
433,2023-03-10,29.37,0.0178,0.0566,0.0875
434,2023-03-11,30.81,0.0688,0.0864,0.1282
435,2023-03-12,29.63,0.0044,0.0486,0.0793
436,2023-03-13,29.43,0.0088,0.0356,0.0628
437,2023-03-14,30.42,0.0488,0.0659,0.1425
438,2023-03-15,30.66,0.0293,0.0571,0.0803
439,2023-03-16,30.99,0.0767,0.0548,0.0757
440,2023-03-17,29.55,0.0562,0.0572,0.0898
441,2023-03-18,29.86,0.07,0.0585,0.1189
442,2023-03-19,30.8,0.0635,0.0937,0.1444
443,2023-03-20,29.43,0.0677,0.0996,0.076
444,2023-03-21,30.79,0.0044,0.0317,0.1155
445,2023-03-22,30.49,0.0237,0.0189,0.1065
446,2023-03-23,30.53,0.0063,0.052,0.0438
447,2023-03-24,29.96,0.0882,0.0075,0.0554
448,2023-03-25,30.54,0.0204,0.075,0.1164
449,2023-03-26,31.07,0.0631,0.0101,0.0699
450,2023-03-27,30.05,0.0852,0.0103,0.0993
451,2023-03-28,31.36,0.0732,0.0444,0.1055
452,2023-03-29,30.42,0.0378,0.0351,0.1169
453,2023-03-30,31.58,0.0823,0.0408,0.0698
454,2023-03-31,31.63,0.0699,0.0064,0.0758
455,2023-04-01,29.75,0.0841,0.0816,0.1465
456,2023-04-02,31.21,0.0228,0.0562,0.1301
457,2023-04-03,30.16,0.0327,0.0107,0.0594
458,2023-04-04,31.71,0.065,0.0515,0.0771
459,2023-04-05,30.01,0.0362,0.0956,0.1203
460,2023-04-06,31.55,0.0839,0.0499,0.0684
461,2023-04-07,31.67,0.0107,0.0913,0.0897
462,2023-04-08,31.55,0.0595,0.0695,0.0681
463,2023-04-09,30.56,0.0118,0.0889,0.0594
464,2023-04-10,31.81,0.0229,0.0163,0.0404
465,2023-04-11,31.1,0.0737,0.0967,0.1227
466,2023-04-12,31.59,0.0776,0.0615,0.1645
467,2023-04-13,31.06,0.0991,0.066,0.1534
468,2023-04-14,31.15,0.0969,0.082,0.1636
469,2023-04-15,30.65,0.0928,0.0745,0.1727
470,2023-04-16,31.98,0.0625,0.0962,0.0928
471,2023-04-17,31.06,0.0995,0.0665,0.1237
472,2023-04-18,30.9,0.0348,0.0804,0.1037
473,2023-04-19,30.72,0.0676,0.0653,0.1323
474,2023-04-20,31.18,0.0707,0.0739,0.1104
475,2023-04-21,32.18,0.0879,0.0734,0.0996
476,2023-04-22,32.36,0.0654,0.0714,0.1483
477,2023-04-23,30.5,0.0913,0.0843,0.1353
478,2023-04-24,31.74,0.0327,0.0468,0.0816
479,2023-04-25,32.4,0.0267,0.0425,0.094
480,2023-04-26,31.86,0.0366,0.0918,0.1212
481,2023-04-27,30.73,0.0538,0.0261,0.1208
482,2023-04-28,31.58,0.0787,0.0741,0.1568
483,2023-04-29,32.33,0.076,0.067,0.1584
484,2023-04-30,31.95,0.0366,0.0479,0.0801
485,2023-05-01,32.52,0.0636,0.0201,0.0803
486,2023-05-02,31.1,0.016,0.082,0.1237
487,2023-05-03,32.44,0.0498,0.0734,0.0968
488,2023-05-04,32.54,0.0044,0.0163,0.0338
489,2023-05-05,31.86,0.0623,0.066,0.153
490,2023-05-06,32.72,0.0454,0.0909,0.0924
491,2023-05-07,32.83,0.0886,0.0921,0.16
492,2023-05-08,32.73,0.0838,0.0515,0.1495
493,2023-05-09,32.07,0.0434,0.0453,0.0911
494,2023-05-10,31.9,0.0967,0.0756,0.1033
495,2023-05-11,32.63,0.0389,0.0079,0.0868
496,2023-05-12,31.52,0.0675,0.0315,0.0733
497,2023-05-13,31.32,0.0464,0.042,0.1086
498,2023-05-14,31.21,0.0571,0.088,0.1648
499,2023-05-15,32.8,0.0278,0.0249,0.1503
500,2023-05-16,32.86,0.0836,0.096,0.1581
