day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
91,2022-04-02,20.32,0.0711,0.0391,0.1411
92,2022-04-03,19.73,0.0476,0.0523,0.1062
93,2022-04-04,20.33,0.0086,0.0975,0.0981
94,2022-04-05,18.83,0.0105,0.0047,0.0839
95,2022-04-06,19.4,0.023,0.0875,0.0948
96,2022-04-07,19.25,0.0145,0.0767,0.0765
97,2022-04-08,20.84,0.0774,0.0962,0.1274
98,2022-04-09,20.85,0.0118,0.0397,0.1092
99,2022-04-10,19.79,0.0111,0.081,0.0756
100,2022-04-11,19.71,0.0892,0.0773,0.0678
101,2022-04-12,20.04,0.0607,0.0562,0.1031
102,2022-04-13,20.6,0.081,0.0827,0.1272
103,2022-04-14,20.19,0.0167,0.0954,0.0618
104,2022-04-15,20.94,0.0973,0.029,0.1177
105,2022-04-16,20.95,0.0389,0.0885,0.053
106,2022-04-17,19.75,0.0731,0.086,0.134
107,2022-04-18,19.5,0.0972,0.0052,0.0619
108,2022-04-19,20.24,0.097,0.0903,0.152
109,2022-04-20,21.41,0.0452,0.046,0.1161
110,2022-04-21,20.29,0.0546,0.0606,0.1352
111,2022-04-22,21.19,0.0753,0.0918,0.0872
112,2022-04-23,21.46,0.0624,0.0236,0.1034
113,2022-04-24,19.8,0.0809,0.036,0.0474
114,2022-04-25,20.33,0.081,0.0603,0.0739
115,2022-04-26,19.86,0.0127,0.0383,0.0566
116,2022-04-27,21.71,0.0537,0.0117,0.0754
117,2022-04-28,21.28,0.088,0.0665,0.0806
118,2022-04-29,21.29,0.0258,0.0189,0.0842
119,2022-04-30,21.57,0.0789,0.0083,0.0468
120,2022-05-01,21.46,0.0774,0.015,0.0414
121,2022-05-02,20.7,0.0803,0.0494,0.15
122,2022-05-03,20.19,0.0922,0.0435,0.0869
123,2022-05-04,21.4,0.0972,0.057,0.1002
124,2022-05-05,20.72,0.0088,0.0301,0.0256
125,2022-05-06,20.79,0.0592,0.0236,0.0692
126,2022-05-07,20.63,0.0101,0.0397,0.0778
127,2022-05-08,21.58,0.0339,0.0131,0.0959
128,2022-05-09,22.08,0.0011,0.0475,0.0324
129,2022-05-10,22.02,0.09,0.0039,0.0881
130,2022-05-11,21.6,0.07,0.0626,0.1152
131,2022-05-12,21.64,0.0063,0.026,0.0618
132,2022-05-13,21.72,0.0606,0.0015,0.1242
133,2022-05-14,22.52,0.0553,0.0283,0.074
134,2022-05-15,21.71,0.0186,0.0077,0.0602
135,2022-05-16,21.25,0.001,0.0771,0.065
136,2022-05-17,22.21,0.037,0.0034,0.1095
137,2022-05-18,22.84,0.074,0.0821,0.1097
138,2022-05-19,22.83,0.0843,0.0737,0.1067
139,2022-05-20,21.08,0.0521,0.0783,0.0711
140,2022-05-21,21.86,0.0024,0.0089,0.097
141,2022-05-22,21.32,0.0827,0.0195,0.0649
142,2022-05-23,21.8,0.0908,0.0914,0.1185
143,2022-05-24,21.15,0.0842,0.0178,0.1089
144,2022-05-25,22.92,0.0008,0.0753,0.0454
145,2022-05-26,22.99,0.0841,0.0376,0.1303
146,2022-05-27,22.98,0.0888,0.0955,0.1721
147,2022-05-28,21.95,0.0929,0.0993,0.0789
148,2022-05-29,22.93,0.0932,0.0573,0.0805
149,2022-05-30,23.21,0.095,0.0295,0.124
150,2022-05-31,22.3,0.0097,0.0,0.0911
151,2022-06-01,22.1,0.041,0.0167,0.0931
152,2022-06-02,23.49,0.0599,0.0571,0.1276
153,2022-06-03,23.52,0.023,0.0613,0.0586
154,2022-06-04,22.89,0.0558,0.0407,0.1204
155,2022-06-05,22.86,0.0137,0.0689,0.0417
156,2022-06-06,22.68,0.0159,0.0089,0.0307
157,2022-06-07,22.35,0.0656,0.081,0.076
158,2022-06-08,22.55,0.0241,0.0255,0.0238
159,2022-06-09,23.45,0.0872,0.0543,0.078
160,2022-06-10,23.47,0.0856,0.0421,0.094
161,2022-06-11,22.77,0.0987,0.0206,0.0533
162,2022-06-12,22.46,0.0868,0.0075,0.1362
163,2022-06-13,23.63,0.0622,0.0469,0.1313
164,2022-06-14,23.65,0.0942,0.0004,0.1025
165,2022-06-15,22.62,0.055,0.0805,0.0607
166,2022-06-16,23.23,0.0597,0.0471,0.093
167,2022-06-17,22.47,0.0782,0.0826,0.0921
168,2022-06-18,24.32,0.0331,0.0907,0.136
169,2022-06-19,22.66,0.0278,0.0076,0.0943
170,2022-06-20,22.66,0.0626,0.0963,0.0788
171,2022-06-21,24.43,0.0833,0.0268,0.1307
172,2022-06-22,22.68,0.0212,0.0193,0.1141
173,2022-06-23,23.59,0.0281,0.0272,0.0494
174,2022-06-24,23.61,0.0912,0.0584,0.0771
175,2022-06-25,23.3,0.0214,0.0262,0.059
176,2022-06-26,24.41,0.0264,0.0729,0.1261
177,2022-06-27,24.4,0.018,0.0164,0.0457
178,2022-06-28,24.79,0.0817,0.0278,0.0505
179,2022-06-29,24.45,0.0027,0.089,0.1181
180,2022-06-30,23.61,0.0316,0.0636,0.1018
181,2022-07-01,24.83,0.0313,0.0569,0.0969
182,2022-07-02,24.32,0.0309,0.0025,0.0291
183,2022-07-03,24.3,0.0332,0.0692,0.0968
184,2022-07-04,23.46,0.0734,0.0481,0.1178
185,2022-07-05,24.35,0.0867,0.0508,0.0843
186,2022-07-06,24.26,0.0424,0.097,0.0593
187,2022-07-07,24.4,0.0939,0.0995,0.1666
188,2022-07-08,24.21,0.0539,0.0255,0.1227
189,2022-07-09,23.6,0.0535,0.0613,0.0659
190,2022-07-10,24.48,0.0867,0.0777,0.1425
191,2022-07-11,23.72,0.0109,0.0964,0.129
192,2022-07-12,24.69,0.0458,0.0847,0.0718
193,2022-07-13,25.48,0.0941,0.0635,0.1117
194,2022-07-14,25.53,0.061,0.0839,0.0944
195,2022-07-15,24.66,0.0113,0.0749,0.0652
196,2022-07-16,25.69,0.0138,0.0555,0.0759
197,2022-07-17,25.66,0.0485,0.0438,0.0784
198,2022-07-18,24.67,0.0978,0.0911,0.0892
199,2022-07-19,24.89,0.0436,0.097,0.1385
200,2022-07-20,24.7,0.0897,0.0115,0.1004
201,2022-07-21,24.84,0.0234,0.0848,0.1059
202,2022-07-22,25.1,0.0133,0.014,0.0901
203,2022-07-23,25.41,0.0127,0.031,0.0514
204,2022-07-24,25.27,0.0755,0.0759,0.1555
205,2022-07-25,25.16,0.0125,0.0685,0.1332
206,2022-07-26,24.66,0.0352,0.0178,0.0939
207,2022-07-27,26.01,0.0489,0.0294,0.0375
208,2022-07-28,25.56,0.0391,0.0539,0.0986
209,2022-07-29,25.41,0.0899,0.0944,0.1046
210,2022-07-30,25.41,0.0439,0.005,0.0835
211,2022-07-31,25.89,0.0448,0.0147,0.0875
212,2022-08-01,24.8,0.034,0.0693,0.0823
213,2022-08-02,25.0,0.082,0.0333,0.0696
214,2022-08-03,25.31,0.0865,0.0799,0.1409
215,2022-08-04,26.4,0.0388,0.0812,0.0692
216,2022-08-05,25.76,0.068,0.0833,0.0951
217,2022-08-06,26.19,0.0003,0.0124,0.0733
218,2022-08-07,25.18,0.0507,0.017,0.0321
219,2022-08-08,26.4,0.0276,0.0963,0.139
220,2022-08-09,25.71,0.0198,0.0707,0.1104
221,2022-08-10,25.41,0.082,0.0569,0.1506
222,2022-08-11,25.97,0.0075,0.014,0.0604
223,2022-08-12,25.52,0.0423,0.066,0.107
224,2022-08-13,25.48,0.0735,0.0265,0.1018
225,2022-08-14,25.85,0.0763,0.0429,0.1281
226,2022-08-15,26.33,0.0176,0.0269,0.0904
227,2022-08-16,27.07,0.0194,0.0186,0.028
228,2022-08-17,26.07,0.0041,0.0878,0.1002
229,2022-08-18,26.07,0.0696,0.0674,0.1559
230,2022-08-19,26.75,0.0183,0.0291,0.1138
231,2022-08-20,27.19,0.0094,0.0239,0.0502
232,2022-08-21,27.42,0.0787,0.0423,0.0544
233,2022-08-22,27.37,0.0924,0.0572,0.1352
234,2022-08-23,26.04,0.0296,0.0145,0.0699
235,2022-08-24,26.66,0.0142,0.0754,0.0718
236,2022-08-25,26.59,0.0289,0.0403,0.0338
237,2022-08-26,26.93,0.0711,0.0888,0.1478
238,2022-08-27,27.32,0.047,0.0142,0.0766
239,2022-08-28,27.78,0.0258,0.0153,0.0348
240,2022-08-29,26.51,0.0256,0.0421,0.0856
241,2022-08-30,26.45,0.0284,0.0613,0.1233
242,2022-08-31,27.29,0.0245,0.0913,0.063
243,2022-09-01,27.98,0.0455,0.0835,0.082
244,2022-09-02,27.31,0.0467,0.0607,0.0594
245,2022-09-03,27.23,0.0674,0.0661,0.0609
246,2022-09-04,26.87,0.0538,0.0304,0.063
247,2022-09-05,28.14,0.0172,0.012,0.0357
248,2022-09-06,26.8,0.0094,0.0266,0.1082
249,2022-09-07,27.55,0.0362,0.0785,0.0913
250,2022-09-08,27.23,0.0802,0.0685,0.1244
251,2022-09-09,27.23,0.0997,0.0255,0.0816
252,2022-09-10,28.21,0.014,0.0179,0.0968
253,2022-09-11,27.19,0.0313,0.0851,0.0717
254,2022-09-12,27.87,0.0593,0.0188,0.1204
255,2022-09-13,28.5,0.0389,0.0825,0.0874
256,2022-09-14,28.61,0.0362,0.071,0.1331
257,2022-09-15,28.02,0.0884,0.0295,0.1247
258,2022-09-16,27.84,0.0465,0.0123,0.1209
259,2022-09-17,27.86,0.0519,0.074,0.0976
260,2022-09-18,27.36,0.0893,0.0676,0.0788
261,2022-09-19,27.72,0.0711,0.0069,0.0699
262,2022-09-20,27.81,0.0846,0.0699,0.1042
263,2022-09-21,27.99,0.0388,0.0024,0.0419
264,2022-09-22,29.11,0.0061,0.0463,0.0961
265,2022-09-23,28.85,0.0969,0.0352,0.0586
266,2022-09-24,28.5,0.0943,0.0528,0.0923
267,2022-09-25,28.97,0.0645,0.0531,0.1432
268,2022-09-26,29.16,0.0989,0.0906,0.098
269,2022-09-27,29.27,0.0926,0.0001,0.1151
270,2022-09-28,28.36,0.0951,0.0227,0.1313
271,2022-09-29,27.87,0.0981,0.0411,0.0655
272,2022-09-30,28.63,0.0142,0.013,0.0986
273,2022-10-01,27.8,0.019,0.0071,0.048
274,2022-10-02,28.58,0.0969,0.0502,0.1584
275,2022-10-03,29.29,0.0171,0.0639,0.1029
276,2022-10-04,28.94,0.0086,0.0555,0.1291
277,2022-10-05,28.92,0.0469,0.0632,0.0601
278,2022-10-06,27.98,0.0495,0.0452,0.0474
279,2022-10-07,29.44,0.0055,0.027,0.0651
280,2022-10-08,28.35,0.026,0.0668,0.1057
281,2022-10-09,28.81,0.0999,0.0695,0.143
282,2022-10-10,29.99,0.0175,0.0052,0.1138
283,2022-10-11,30.02,0.0265,0.0045,0.0664
284,2022-10-12,29.08,0.0538,0.0713,0.1242
285,2022-10-13,29.92,0.0167,0.0597,0.0703
286,2022-10-14,28.34,0.0653,0.059,0.1428
287,2022-10-15,30.28,0.0958,0.0002,0.1086
288,2022-10-16,29.44,0.0591,0.0085,0.1035
289,2022-10-17,29.88,0.0518,0.0882,0.126
290,2022-10-18,29.68,0.0326,0.0072,0.0405
291,2022-10-19,30.39,0.0272,0.0279,0.0382
292,2022-10-20,28.78,0.0661,0.0612,0.0909
293,2022-10-21,29.28,0.0274,0.0216,0.0528
294,2022-10-22,30.1,0.061,0.079,0.1275
295,2022-10-23,29.43,0.0133,0.0103,0.0811
296,2022-10-24,29.43,0.0888,0.0058,0.0818
297,2022-10-25,30.83,0.0577,0.0176,0.0935
298,2022-10-26,30.9,0.0693,0.0977,0.1739
299,2022-10-27,30.84,0.0311,0.0481,0.085
300,2022-10-28,29.24,0.0159,0.0574,0.0996
301,2022-10-29,30.82,0.0395,0.0605,0.1
302,2022-10-30,29.86,0.0896,0.0023,0.0839
303,2022-10-31,29.7,0.0277,0.0248,0.0716
304,2022-11-01,30.84,0.0559,0.0585,0.159
305,2022-11-02,31.08,0.0827,0.0232,0.0815
306,2022-11-03,29.46,0.0698,0.0777,0.1489
307,2022-11-04,29.45,0.0964,0.055,0.1032
308,2022-11-05,31.03,0.0381,0.0084,0.05
309,2022-11-06,30.88,0.1011,0.0599,0.181
310,2022-11-07,29.71,0.0842,0.0496,0.1672
311,2022-11-08,31.29,0.0532,0.0615,0.0884
312,2022-11-09,30.63,0.0426,0.0393,0.0717
313,2022-11-10,30.82,0.0943,0.0511,0.1849
314,2022-11-11,29.92,0.0816,0.0652,0.1279
315,2022-11-12,31.52,0.0341,0.076,0.0842
316,2022-11-13,29.94,0.0128,0.0771,0.1331
317,2022-11-14,31.18,0.0943,0.0131,0.1519
318,2022-11-15,30.7,0.0586,0.0638,0.0823
319,2022-11-16,31.48,0.0536,0.0787,0.1291
320,2022-11-17,31.52,0.0904,0.038,0.1317
321,2022-11-18,31.85,0.102,0.0296,0.1197
322,2022-11-19,31.13,0.0543,0.0213,0.0802
323,2022-11-20,30.97,0.0877,0.0109,0.0934
324,2022-11-21,30.28,0.0679,0.021,0.0883
325,2022-11-22,30.58,0.0767,0.0915,0.161
326,2022-11-23,30.57,0.0761,0.0438,0.1279
327,2022-11-24,31.89,0.0694,0.1004,0.1188
328,2022-11-25,31.39,0.0933,0.0868,0.1233
329,2022-11-26,31.66,0.0817,0.0371,0.0984
330,2022-11-27,31.88,0.0224,0.0379,0.1544
331,2022-11-28,30.77,0.0216,0.0972,0.182
332,2022-11-29,31.1,0.0197,0.0956,0.1913
333,2022-11-30,31.93,0.1099,0.0791,0.1322
334,2022-12-01,30.91,0.1036,0.0775,0.1769
335,2022-12-02,31.51,0.1074,0.026,0.2027
336,2022-12-03,31.95,0.039,0.0023,0.1547
337,2022-12-04,31.9,0.1099,0.0756,0.1755
338,2022-12-05,32.61,0.0259,0.0819,0.1617
339,2022-12-06,32.58,0.0998,0.0523,0.2107
340,2022-12-07,32.57,0.0762,0.0354,0.1899
341,2022-12-08,31.96,0.0728,0.0482,0.2063
342,2022-12-09,32.2,0.1201,0.101,0.207
343,2022-12-10,32.76,0.0772,0.0435,0.1998
344,2022-12-11,31.57,0.118,0.0211,0.185
345,2022-12-12,31.55,0.0995,0.0928,0.1945
346,2022-12-13,33.1,0.0567,0.0863,0.1812
347,2022-12-14,31.97,0.058,0.0786,0.1485
348,2022-12-15,32.78,0.0405,0.045,0.1318
349,2022-12-16,31.74,0.0624,0.0651,0.1921
350,2022-12-17,31.71,0.0361,0.0252,0.1238
351,2022-12-18,32.19,0.0963,0.0184,0.2356
352,2022-12-19,32.84,0.059,0.0803,0.2044
353,2022-12-20,33.34,0.0575,0.0288,0.209
354,2022-12-21,33.33,0.128,0.0823,0.1949
355,2022-12-22,32.53,0.0579,0.0601,0.2576
356,2022-12-23,32.09,0.1274,0.0158,0.2025
357,2022-12-24,33.18,0.0653,0.0935,0.1949
358,2022-12-25,33.0,0.0989,0.0188,0.1977
359,2022-12-26,32.25,0.1409,0.1015,0.2579
360,2022-12-27,33.61,0.0781,0.1075,0.2868
361,2022-12-28,32.34,0.0749,0.0805,0.1998
362,2022-12-29,34.06,0.1326,0.0397,0.2697
363,2022-12-30,32.62,0.0838,0.0274,0.2499
364,2022-12-31,32.87,0.0937,0.1041,0.2863
365,2023-01-01,33.21,0.0817,0.0504,0.2655
366,2023-01-02,32.91,0.1625,0.0481,0.2875
367,2023-01-03,34.34,0.1248,0.081,0.3121
368,2023-01-04,33.9,0.0936,0.0722,0.3099
369,2023-01-05,33.19,0.104,0.0893,0.309
370,2023-01-06,32.72,0.1226,0.1155,0.3528
371,2023-01-07,32.77,0.1524,0.0402,0.2788
372,2023-01-08,34.02,0.1829,0.0718,0.3545
373,2023-01-09,33.07,0.1201,0.0679,0.346
374,2023-01-10,33.51,0.1517,0.0479,0.299
375,2023-01-11,34.18,0.1561,0.1265,0.4035
376,2023-01-12,33.25,0.176,0.0689,0.4062
377,2023-01-13,34.79,0.212,0.0903,0.4021
378,2023-01-14,32.9,0.1516,0.0742,0.3533
379,2023-01-15,32.95,0.2118,0.1149,0.4569
380,2023-01-16,33.04,0.1701,0.0867,0.402
381,2023-01-17,33.63,0.1798,0.1222,0.3977
382,2023-01-18,33.84,0.2105,0.1321,0.4365
383,2023-01-19,34.17,0.1898,0.1443,0.4248
384,2023-01-20,35.08,0.2649,0.2155,0.5406
385,2023-01-21,33.81,0.2437,0.1916,0.5217
386,2023-01-22,34.55,0.257,0.1745,0.5617
387,2023-01-23,34.67,0.2435,0.2359,0.5862
388,2023-01-24,33.62,0.2848,0.2238,0.6138
389,2023-01-25,34.49,0.2644,0.2137,0.5558
390,2023-01-26,34.19,0.2847,0.3186,0.6431
391,2023-01-27,34.82,0.2932,0.2631,0.6333
392,2023-01-28,35.38,0.299,0.2955,0.6628
393,2023-01-29,35.13,0.3108,0.3135,0.7079
394,2023-01-30,33.73,0.3872,0.3434,0.734
395,2023-01-31,34.81,0.3236,0.3684,0.7981
396,2023-02-01,33.86,0.4118,0.4568,0.7988
397,2023-02-02,34.62,0.386,0.4555,0.7896
398,2023-02-03,35.42,0.4426,0.4916,0.9255
399,2023-02-04,34.06,0.4195,0.5939,0.9613
400,2023-02-05,34.65,0.4914,0.6145,1.0307
401,2023-02-06,33.71,0.4206,0.5928,0.9383
402,2023-02-07,32.94,0.4306,0.5571,0.9513
403,2023-02-08,31.98,0.3792,0.5087,0.8925
404,2023-02-09,32.14,0.4072,0.4213,0.8285
405,2023-02-10,31.28,0.3738,0.4434,0.8332
406,2023-02-11,29.69,0.3335,0.3842,0.7129
407,2023-02-12,29.77,0.3716,0.3942,0.7634
408,2023-02-13,28.79,0.2871,0.3106,0.6919
409,2023-02-14,27.61,0.3542,0.2648,0.647
410,2023-02-15,27.68,0.3037,0.3197,0.6393
411,2023-02-16,26.29,0.2556,0.2257,0.6155
412,2023-02-17,26.16,0.3132,0.2477,0.6166
413,2023-02-18,25.34,0.2355,0.2481,0.5697
414,2023-02-19,24.22,0.2207,0.2248,0.5056
415,2023-02-20,23.64,0.1941,0.1563,0.4579
416,2023-02-21,23.45,0.2176,0.1522,0.5069
417,2023-02-22,23.1,0.2308,0.1399,0.5104
418,2023-02-23,22.07,0.2167,0.1378,0.4475
419,2023-02-24,22.14,0.1755,0.1771,0.4897
420,2023-02-25,20.95,0.2203,0.1775,0.4837
421,2023-02-26,21.05,0.2078,0.1306,0.4593
422,2023-02-27,20.13,0.1809,0.1003,0.3651
423,2023-02-28,19.84,0.1578,0.1547,0.3977
424,2023-03-01,19.7,0.1682,0.0697,0.3958
425,2023-03-02,19.07,0.1964,0.0587,0.4055
426,2023-03-03,18.02,0.1646,0.0463,0.319
427,2023-03-04,17.76,0.1147,0.0626,0.3475
428,2023-03-05,17.36,0.146,0.1053,0.3478
429,2023-03-06,17.13,0.1181,0.0983,0.3112
430,2023-03-07,16.13,0.1618,0.0448,0.2697
431,2023-03-08,16.37,0.1494,0.073,0.3295
432,2023-03-09,15.42,0.1543,0.0249,0.2704
433,2023-03-10,15.47,0.118,0.1039,0.2928
434,2023-03-11,15.25,0.1032,0.0286,0.2987
435,2023-03-12,14.24,0.1564,0.0512,0.3076
436,2023-03-13,13.91,0.1353,0.0698,0.2944
437,2023-03-14,13.85,0.0774,0.0894,0.3111
438,2023-03-15,13.42,0.0651,0.1129,0.2716
439,2023-03-16,12.72,0.0908,0.0817,0.2639
440,2023-03-17,12.81,0.1181,0.0932,0.3136
441,2023-03-18,12.32,0.1248,0.0379,0.193
442,2023-03-19,12.01,0.0635,0.0099,0.211
443,2023-03-20,12.16,0.0917,0.0785,0.2613
444,2023-03-21,11.43,0.1065,0.0356,0.2079
445,2023-03-22,11.09,0.0635,0.0897,0.2467
446,2023-03-23,10.78,0.1025,0.1042,0.2434
447,2023-03-24,10.84,0.061,0.0993,0.2461
448,2023-03-25,11.03,0.0685,0.0211,0.1656
449,2023-03-26,10.51,0.0503,0.0171,0.1413
450,2023-03-27,9.73,0.0395,0.0707,0.2214
451,2023-03-28,10.17,0.0496,0.0903,0.2473
452,2023-03-29,9.42,0.0531,0.0741,0.2122
453,2023-03-30,9.12,0.1136,0.0978,0.2479
454,2023-03-31,9.08,0.1127,0.0175,0.1498
455,2023-04-01,8.7,0.1025,0.0777,0.2004
456,2023-04-02,9.09,0.0372,0.0333,0.192
457,2023-04-03,8.06,0.0674,0.0456,0.1367
458,2023-04-04,7.93,0.0466,0.0381,0.1809
459,2023-04-05,8.38,0.0622,0.0389,0.1677
460,2023-04-06,7.66,0.0964,0.0806,0.1851
461,2023-04-07,7.58,0.0915,0.0543,0.1877
462,2023-04-08,7.77,0.1098,0.0741,0.1733
463,2023-04-09,7.66,0.0639,0.0193,0.1584
464,2023-04-10,6.96,0.1046,0.0284,0.1671
465,2023-04-11,7.39,0.0692,0.0208,0.1241
466,2023-04-12,6.46,0.0894,0.0924,0.1877
467,2023-04-13,6.2,0.1035,0.0121,0.1875
468,2023-04-14,6.07,0.0369,0.0304,0.1359
469,2023-04-15,5.94,0.0251,0.0222,0.1402
470,2023-04-16,6.12,0.0661,0.0487,0.1538
471,2023-04-17,5.78,0.0796,0.1003,0.2029
472,2023-04-18,5.85,0.0465,0.082,0.1454
473,2023-04-19,5.4,0.0606,0.0643,0.1454
474,2023-04-20,5.54,0.0746,0.0587,0.1772
475,2023-04-21,5.43,0.0936,0.0395,0.1668
476,2023-04-22,5.3,0.0977,0.0927,0.1321
477,2023-04-23,5.47,0.043,0.0545,0.1274
478,2023-04-24,5.46,0.1034,0.0676,0.1877
479,2023-04-25,4.55,0.0727,0.0311,0.1734
480,2023-04-26,4.64,0.0726,0.0782,0.1119
481,2023-04-27,4.29,0.0687,0.0041,0.0811
482,2023-04-28,4.32,0.0856,0.0912,0.1242
483,2023-04-29,4.7,0.0571,0.0139,0.1057
484,2023-04-30,3.8,0.0895,0.0918,0.1634
485,2023-05-01,3.89,0.0506,0.0301,0.0804
486,2023-05-02,3.98,0.0579,0.0532,0.0865
487,2023-05-03,3.66,0.0975,0.0424,0.1166
488,2023-05-04,4.36,0.043,0.0224,0.0758
489,2023-05-05,3.36,0.0819,0.0008,0.11
490,2023-05-06,4.05,0.0517,0.0479,0.1172
491,2023-05-07,4.01,0.027,0.0175,0.1
492,2023-05-08,3.82,0.0365,0.0962,0.1568
493,2023-05-09,3.34,0.0716,0.0362,0.1504
494,2023-05-10,3.78,0.0196,0.0259,0.1117
495,2023-05-11,3.54,0.0366,0.0122,0.0443
496,2023-05-12,2.95,0.0414,0.0771,0.0721
497,2023-05-13,2.88,0.0727,0.0221,0.0658
498,2023-05-14,3.3,0.0382,0.0474,0.0779
499,2023-05-15,3.34,0.049,0.0591,0.084
500,2023-05-16,2.69,0.0132,0.0339,0.1276
